id,y
0,66.76493534048113
1,76.83649112175152
2,66.64423899714888
3,69.09666749692255
4,70.17457486383651
5,79.38622175787147
6,67.81197628260914
7,65.66642957428803
8,79.96868650707823
9,75.47911753097642
10,65.42365168764996
11,81.12503528631429
12,74.01244173824435
13,76.38922319411402
14,65.07413572910784
15,87.31515702550834
16,69.18909825738004
17,75.30261722527652
18,66.72288381425692
19,68.880358809711
20,69.49990002664364
21,62.93136811278041
22,71.09028751904691
23,75.28438166046446
24,60.88530577285155
25,71.89126092432771
26,57.1151401174196
27,73.83973159281037
28,64.41158798009552
29,73.27984070019146
30,64.88933947071979
31,72.18865966026091
32,58.300893620526416
33,68.57261546444904
34,61.92472470153084
35,65.65925959837134
36,79.10998231398234
37,62.61762736004067
38,76.1717670717866
39,70.1701177592085
40,66.0558167203787
41,75.5286452142917
42,69.64883463427698
43,74.53844559494638
44,81.58429729833705
45,67.50652454270346
46,65.83136011960626
47,76.44872086717216
48,73.99120065278132
49,67.77350858895367
50,77.98542014994071
51,65.3984587407353
52,68.89159882107205
53,75.57408766020859
54,84.70277106943675
55,73.63376096544518
56,60.570840292170146
57,71.5926565753358
58,66.4827919333894
59,68.29964050931612
60,62.19468594949247
61,69.32887419426356
62,71.16299690212529
63,69.24350713929044
64,75.1400480488941
65,59.14497650203179
66,59.47137416841399
67,79.90115401735238
68,65.41642587287949
69,74.06355207470199
70,58.10655975741665
71,58.44179357595574
72,66.7830057913545
73,56.23125907990682
74,62.749972332487665
75,69.8613505480407
76,77.63405410170687
77,59.815783094446964
78,80.83703644337427
79,86.22617317339795
80,71.73535370001642
81,69.15182305926493
82,71.00732073424282
83,66.77111561429115
84,58.94696531494759
85,71.81567239672802
86,56.99444170104177
87,76.9680365152621
88,72.84587515917872
89,85.26337073534974
90,62.283649807715925
91,65.90659226051018
92,78.72977637866053
93,63.2864247581036
94,72.29433997294784
95,56.49732219175651
96,73.01844812023499
97,66.44709518896069
98,66.50399966706988
99,78.1319306076296
100,79.69133599379403
101,85.47024112883719
102,79.59618559135632
103,80.30114486822548
104,80.63800983347058
105,65.12246346567332
106,66.29507857912903
107,69.71147607989256
108,67.49453192040731
109,54.14494296584241
110,75.33656260002311
111,76.19840162551166
112,78.15005816005443
113,59.21554305034383
114,65.98912751501072
115,77.63562259929002
116,70.85904683937244
117,81.79517545914139
118,75.79785486231297
119,70.97933321896721
120,76.78414988642723
121,81.66174962938223
122,61.949712056364476
123,70.3845837556806
124,68.54078769190109
125,67.0106768343096
126,59.64977238604981
127,79.16563109335851
128,74.6256714695122
129,68.64303562827006
130,64.25490650781045
131,76.62950569313645
132,66.78068572467394
133,58.576814365208676
134,76.15775475307426
135,59.66735901597352
136,74.2915366031789
137,76.89579912969295
138,68.90698510956157
139,72.11721164158922
140,66.07011383294136
141,64.12053628216388
142,85.95877730072111
143,72.88923717794688
144,72.27539069010412
145,52.626660556987105
146,70.21872514615771
147,74.65445664698811
148,70.24142162635108
149,71.49059046734668
150,71.72684611668699
151,79.15100817982292
152,69.88738857068536
153,62.963449260596825
154,82.07917098363384
155,52.87543549205862
156,67.45990441556081
157,68.68799071923462
158,82.26423306212322
159,75.13579574140661
160,86.57689720385314
161,59.498478297449864
162,86.30772828067913
163,75.35738328575601
164,59.97300253374054
165,69.36092565785614
166,66.42715682381161
167,78.16576329552379
168,74.40462796635214
169,76.4743907474904
170,60.68916668252764
171,73.1338614159034
172,63.87333677363403
173,72.58558692128838
174,83.16632548642079
175,60.61896810470332
176,72.34043074180308
177,78.1273999151606
178,59.559694331870254
179,57.48910179595487
180,64.05249110263595
181,60.588892002576955
182,65.82986275946274
183,61.8885484393195
184,58.209567708894326
185,55.536793382566515
186,57.33867848079953
187,56.31346201575906
188,57.08995209738291
189,63.110002865805356
190,70.26845493392412
191,68.17720725274353
192,83.26219855823135
193,72.12246551576894
194,53.46959735592672
195,76.10448061437299
196,75.86478800937068
197,78.8878316309459
198,65.08964221339181
199,57.779646794780625
200,65.98352668860014
201,67.1439195936286
202,75.91607138418021
203,79.18781515144332
204,85.50462768726686
205,71.0316386412083
206,70.87554383413908
207,76.51967433164971
208,56.26086853586935
209,62.80632682330693
210,66.44341875842603
211,72.72574781972803
212,76.6417559179429
213,87.60892969179311
214,66.84987014297384
215,72.24902490093594
216,71.03644438235347
217,73.69359543783338
218,68.95371351163091
219,74.03311497484813
220,62.186261971050186
221,66.34221899032777
222,58.63648256348732
223,70.74472813379082
224,64.32610925237601
225,62.99160406569353
226,81.5513965699524
227,70.67928524450792
228,65.70504639388065
229,76.23060544678619
230,70.7695362557044
231,68.20584710392829
232,66.87035772780084
233,73.13005194413283
234,73.40921661202098
235,74.37348995319257
236,64.2391404858045
237,68.679045516765
238,79.01874967983574
239,60.91792560317442
240,57.66646483449126
241,56.10763903418459
242,73.11044435318539
243,63.7165492968993
244,64.64257048855468
245,66.04841709137831
246,60.55326010329902
247,76.1727483453232
248,85.87632704514448
249,59.73751011027648
250,65.71444229930229
251,67.25566098544675
252,66.3756927068091
253,68.0326415772045
254,68.5393419388069
255,78.48456274695522
256,67.82425349398655
257,73.00011962135844
258,63.0728601577585
259,61.93891698504281
260,68.66021731578358
261,62.269661138163094
262,61.644760962465746
263,84.90650245943179
264,76.49704052469838
265,62.54460965633569
266,75.2870967227533
